RAM,Storage,Battery,Camera,RefreshRate,Price
12,2048,5000,50,165,213677
24,512,6500,64,165,154229
8,256,4500,48,90,85827
4,2048,6000,50,60,191302
12,1024,4000,32,144,141588
4,64,4500,200,144,121867
12,2048,5500,200,165,255070
24,512,5000,108,165,153180
8,2048,6500,200,144,253404
8,64,4500,48,60,67376
6,64,4000,200,90,99569
4,128,5500,200,90,116320
24,128,5500,200,165,162266
6,64,5000,64,90,87048
12,512,4000,32,90,99302
6,2048,6500,64,144,218107
12,64,5500,108,90,96781
6,256,6000,64,60,99215
8,64,4000,200,144,119767
12,512,6500,108,165,144158
24,1024,5000,32,144,160055
12,512,6000,108,165,152074
24,512,4500,200,60,149028
16,64,5500,108,120,116984
16,64,5000,200,144,130710
12,64,5500,108,120,106444
12,2048,5500,32,90,197901
8,2048,4500,64,120,203199
12,128,6000,48,165,110681
24,256,6000,200,144,163399
6,256,6500,200,144,156376
12,2048,6500,200,120,257489
12,128,6000,48,120,107080
24,2048,4000,200,144,254987
6,128,4500,48,165,94498
12,64,5500,64,120,101674
6,128,6000,32,60,75673
8,256,5000,200,90,129840
6,1024,4000,32,120,128284
12,64,6000,48,60,92889
16,128,5500,50,120,103218
8,64,6000,50,90,91691
24,1024,6000,200,60,193913
24,64,5500,64,60,106767
4,1024,6000,32,165,146746
4,1024,4000,48,60,119632
6,256,4500,200,120,132342
24,512,6000,64,60,130233
6,2048,5000,50,90,195904
4,128,5500,64,60,76437
6,512,5000,50,165,122657
6,64,5000,50,144,79850
8,2048,6500,48,90,214725
16,512,4500,48,144,118270
12,512,5500,108,120,136540
4,512,4500,32,165,106906
4,64,5000,50,144,81292
6,512,4000,64,60,97842
24,2048,4500,108,60,230503
24,2048,6500,108,120,250287
12,512,6500,200,165,168341
8,2048,6500,50,120,217598
4,256,6000,108,90,114374
24,512,5500,200,90,161220
16,1024,6000,200,144,201297
24,256,6500,64,90,121654
8,64,4000,108,120,89125
12,2048,6500,200,90,247899
16,1024,5000,48,60,142566
16,1024,5000,108,120,162282
24,128,4000,32,165,100677
16,256,4500,50,144,100446
16,64,6500,32,120,98201
8,2048,6000,50,60,194394
4,2048,4000,64,120,192672
16,2048,4000,64,120,209373
6,2048,6000,108,165,234154
16,128,5000,50,120,94203
24,2048,6000,200,90,263018
24,512,6000,200,90,166387
4,256,6000,108,90,115883
8,512,4000,48,144,108220
12,64,4000,32,144,87569
6,512,4500,64,60,90850
8,2048,6000,64,165,231320
16,1024,5500,50,165,170322
12,2048,5500,64,144,216183
24,512,4500,48,165,142541
6,512,6500,64,90,116398
24,1024,6000,32,90,159566
12,512,4000,200,90,145971
16,256,4000,108,144,117710
4,64,5000,108,120,94934
4,1024,4500,32,120,133991
8,256,5000,50,144,100020
4,128,4500,108,144,103179
4,256,5000,48,90,83828
24,512,4000,32,165,134537
8,64,4000,64,144,78280
16,256,6000,64,120,117724
12,512,6500,108,90,141281
6,1024,6500,64,144,168080
24,512,4500,200,120,169423
4,1024,6500,108,144,169844
12,128,5500,50,165,112017
4,2048,5500,200,120,242603
24,64,4500,200,60,134669
16,2048,6500,50,165,237993
24,64,6500,108,60,120942
6,1024,6000,108,60,153370
16,1024,4500,64,165,155581
4,64,6500,108,90,94385
4,256,4500,48,165,98513
12,64,6000,108,120,109186
12,1024,4000,64,60,137686
8,512,4500,64,60,103116
16,256,5500,50,60,103264
4,64,6000,48,120,93825
6,128,5000,32,90,84855
8,512,6500,48,60,119039
16,256,4500,32,60,83170
8,512,4000,50,90,105222
12,256,5000,64,60,93766
4,128,4500,108,165,104185
6,512,6000,108,144,141156
4,256,4000,50,144,93825
16,512,4000,64,60,100752
12,2048,4500,32,120,205644
16,1024,6500,32,90,159445
16,2048,4500,50,165,218716
12,512,4000,200,165,159855
6,128,5000,108,90,101064
6,1024,5500,108,144,155831
4,64,5500,108,120,94751
24,128,4000,32,144,94171
8,1024,5000,200,144,186414
8,2048,4500,108,165,225796
8,64,4500,200,165,123501
16,64,5000,32,144,94029
24,64,4500,200,165,139260
8,512,4500,108,165,131210
8,2048,5000,200,120,237510
24,512,5000,48,120,127555
8,128,5500,108,120,112556
4,2048,4500,200,60,225296
16,512,4000,32,90,99880
12,1024,6500,200,144,195810
12,1024,4000,200,60,170332
16,64,6500,64,60,93005
8,512,6000,50,144,125307
6,2048,4000,32,144,188033
8,128,5500,32,90,81947
24,64,5000,200,120,134385
6,64,6000,200,120,134909
24,128,4500,64,120,104468
4,256,5500,200,165,141692
6,64,4500,200,144,121583
4,256,6000,108,144,119976
6,1024,4500,200,165,189624
24,2048,6000,108,90,241053
4,1024,4500,200,60,167326
6,256,6000,48,165,104892
24,256,4500,200,60,135454
24,2048,6000,108,120,253432
24,1024,5500,32,144,166216
24,2048,6500,32,120,230791
12,512,5000,32,165,121975
12,512,5000,108,60,128419
24,128,4000,50,144,107326
16,512,5000,32,144,124073
6,256,4000,108,60,84188
24,128,6500,64,60,115580
6,128,4500,50,120,87240
4,2048,6500,32,60,197610
12,512,4000,108,120,131459
8,128,4000,64,90,76285
8,64,5000,108,90,87446
4,1024,6000,64,60,140695
24,512,6000,32,60,123806
4,64,5500,50,60,79553
6,64,5500,32,120,86247
16,2048,5500,32,60,203082
24,64,6000,32,120,113613
12,512,4000,108,144,121908
6,1024,6500,108,60,163001
12,512,5500,64,165,140332
16,64,5000,200,60,121718
12,1024,5000,108,90,163939
4,64,4000,108,60,81499
16,128,6000,48,165,112270
8,256,5500,64,165,118555
12,128,4500,48,60,78707
4,128,5000,108,144,111334
16,2048,5000,50,165,219709
16,128,4500,64,120,99556
16,256,5000,50,60,103462
16,1024,6500,200,90,192404
4,128,6000,108,60,89669
12,256,4500,48,90,95553
4,256,4500,200,144,129354
24,2048,5500,108,120,246793
16,1024,5000,108,120,160064
12,256,4500,32,144,91945
4,512,4500,32,90,86656
24,128,5500,108,90,124672
6,512,6500,50,144,129085
6,512,4500,32,120,99922
4,64,5000,32,165,90539
4,128,5000,64,90,78525
24,1024,5000,32,60,154916
6,128,5000,48,90,74876
8,2048,4500,50,165,208925
6,128,4500,32,90,72294
8,64,4000,200,90,102366
12,2048,4000,50,90,190716
8,512,4500,50,120,114252
24,128,6000,108,144,138762
24,64,4000,48,90,96171
6,128,6000,64,120,92393
8,1024,5500,200,90,185304
4,1024,6000,48,165,155728
8,128,5000,48,60,80186
24,256,4500,108,165,134517
12,128,6500,32,144,100466
24,1024,4000,48,165,164869
12,2048,6000,50,144,222741
16,512,4500,50,120,120321
16,2048,5500,200,144,259312
12,256,6000,64,165,128011
24,64,4500,48,90,95034
12,128,5500,48,120,102127
12,512,6000,48,120,124626
8,1024,4000,48,60,128101
8,512,6000,50,90,111896
16,64,5500,108,165,121027
8,512,5500,64,144,117132
12,256,5500,50,120,108082
12,64,4500,64,90,87792
8,2048,4000,50,60,188348
8,1024,6000,108,60,151515
8,128,4000,32,60,60013
8,64,6000,48,120,86420
6,2048,5000,50,120,206053
24,2048,5000,48,165,224670
6,2048,6500,108,120,222320
4,256,5000,50,144,101819
12,1024,6500,32,144,159250
24,1024,4500,64,90,159314
6,2048,6500,48,144,219179
6,1024,6000,108,144,175460
24,512,5000,32,120,120338
6,512,6500,64,90,117136
12,512,6000,32,120,119601
6,1024,4500,50,60,127487
12,2048,5000,50,90,208437
12,512,6500,64,165,145628
8,256,6000,32,165,114434
4,128,4500,50,165,93007
24,1024,6000,108,144,190912
12,128,5500,32,165,109400
12,128,5500,32,120,95290
16,512,6500,50,60,116174
6,64,6500,108,90,111825
4,2048,6000,64,60,201655
6,128,4000,64,120,81771
6,128,5000,200,165,125554
4,512,4000,50,165,103853
4,128,5000,64,144,99063
6,64,4500,108,144,95330
12,2048,4000,64,90,195452
6,128,5000,64,144,92095
6,1024,6000,50,165,162753
6,1024,6500,200,144,195665
8,128,4000,48,144,89941
4,512,6000,48,165,123448
8,1024,5500,64,144,158539
16,64,6500,32,120,104543
24,512,5000,200,120,164140
12,1024,4500,64,90,143027
6,1024,6500,64,144,156596
12,2048,4500,200,165,248048
4,512,6500,32,90,114600
6,256,6500,108,120,118393
24,64,6500,200,90,152143
12,512,6000,32,120,122236
4,64,6000,50,144,99619
12,128,5000,48,165,94097
4,512,4000,32,144,93836
12,256,6500,64,90,106122
12,64,4000,50,60,66285
24,128,5000,200,144,156034
12,512,4000,32,165,106411
24,128,6500,64,90,121983
12,256,4500,48,60,92737
16,64,4500,50,60,78523
16,2048,5500,48,60,202810
24,64,6500,50,90,113528
12,256,4500,48,60,92620
24,1024,4500,64,60,144352
24,1024,6500,200,60,202517
12,2048,5000,64,60,198391
16,64,4000,64,90,84554
6,256,4500,48,60,73743
4,512,4000,32,120,90359
6,2048,6500,32,90,198419
4,2048,4500,200,90,234568
4,512,6000,32,120,118026
8,1024,6500,48,165,170670
6,1024,5500,64,60,144591
6,128,4000,50,120,72684
6,64,5500,200,120,123564
4,512,4500,64,90,94082
4,2048,5000,200,165,239984
8,64,4000,48,144,89064
8,1024,5500,32,165,152648
16,128,5000,32,165,108061
8,2048,6500,64,90,219323
8,128,6500,200,120,135166
24,512,4000,50,60,108558
16,1024,5500,64,165,162809
24,2048,4500,108,165,239175
24,64,4500,32,165,102490
4,256,4500,200,144,136548
6,1024,4000,32,90,115396
8,512,5000,48,90,107537
12,128,6500,32,90,91088
24,1024,5500,200,120,200990
6,256,5000,200,60,128230
16,512,6500,50,60,127933
6,2048,5000,50,90,196341
6,1024,4000,200,90,159559
24,2048,6500,48,165,241886
12,1024,5000,48,144,155460
24,64,4000,64,60,85181
6,64,6500,48,90,91006
6,64,4500,108,165,97738
6,128,6000,32,144,97121
24,512,5000,48,90,120123
6,512,4500,108,90,118641
8,256,6000,64,90,103940
8,512,4000,50,144,110944
12,128,5500,64,144,107739
16,1024,6500,64,90,155134
12,64,5500,64,60,89217
8,1024,6000,48,165,156083
24,128,5000,64,144,122236
8,512,5000,64,165,127329
16,512,4000,50,90,110502
24,512,4500,48,90,114856
4,64,6000,200,120,131784
12,512,5500,64,120,118784
12,512,5000,200,165,167467
4,512,4000,32,144,107022
16,128,4500,64,120,97489
24,256,6000,200,144,171067
24,2048,5000,200,60,247023
24,512,5500,200,90,174911
6,512,4000,50,60,97920
24,2048,6500,48,120,240242
16,512,6500,48,120,126527
6,1024,6000,200,90,178285
4,64,4000,200,144,117266
12,2048,6000,32,165,227729
6,512,4500,64,120,113238
24,256,6000,108,144,147953
16,256,6500,64,60,108712
4,2048,6000,50,90,203819
8,2048,4500,200,144,247681
24,256,4000,48,144,116174
4,64,4000,200,144,107995
16,512,6500,50,144,130911
6,128,5000,48,90,75462
6,512,4500,108,60,111157
12,1024,4500,48,90,140316
4,2048,4500,48,120,192364
12,512,6500,108,60,125197
24,128,4000,50,60,95287
12,64,5000,32,120,84899
4,1024,4500,64,144,136047
24,64,4000,32,120,97011
4,2048,6000,32,60,185745
6,1024,4000,64,165,143831
16,256,5500,64,120,119178
16,512,5000,50,120,128547
8,128,5000,200,144,124240
12,1024,4000,50,120,146799
4,64,5500,200,144,127669
24,128,4000,108,60,111016
16,256,6500,48,120,118233
12,1024,6500,200,144,202837
16,512,6500,48,60,117472
24,256,4000,200,120,145973
4,2048,5000,200,144,238169
6,1024,5500,64,165,159723
4,256,5500,64,60,87313
24,512,5000,108,90,135073
24,128,6000,108,165,138617
4,128,5500,32,120,80879
24,1024,5500,48,144,162846
4,512,6500,108,90,129196
6,128,4500,200,60,106491
4,512,6500,32,90,113659
8,512,5000,48,120,112874
24,512,6500,32,90,131066
16,2048,6500,64,60,215923
24,256,4500,108,165,129288
4,2048,5000,64,144,210299
24,2048,6000,64,90,227006
6,256,4000,50,60,76080
4,64,5000,200,165,127438
6,2048,4000,108,120,211976
6,256,5500,108,60,102173
8,64,6000,108,90,109854
12,512,5000,50,90,118234
16,2048,6000,108,90,235471
4,512,4000,108,144,121626
8,128,5000,48,144,95898
24,512,4500,108,120,146977
6,2048,6500,200,60,247174
16,256,5000,108,60,114161
8,2048,6000,64,90,214425
12,256,6500,64,60,108205
8,128,6500,48,90,100505
24,2048,4000,48,144,214956
24,512,5000,200,90,164427
4,1024,5500,50,144,152948
24,512,5000,64,144,138706
4,1024,6500,50,120,148880
24,128,6500,108,144,147248
4,128,5000,108,60,80318
24,256,5500,200,90,147702
16,128,5500,200,144,145878
8,128,4500,48,90,74324
24,2048,4000,50,165,226276
4,2048,4500,64,144,196698
24,128,4000,32,120,95107
12,128,4000,32,165,83603
24,256,6000,64,90,125753
24,2048,5500,48,60,222478
4,128,5500,64,120,97341
24,1024,4500,200,144,195315
24,2048,6500,32,144,230693
24,512,5000,200,144,177162
8,64,4000,32,60,59898
4,512,6500,200,165,160998
6,64,6000,108,165,108636
12,256,6500,200,60,144205
16,128,5500,64,144,117883
8,1024,4500,32,120,138343
4,2048,6000,48,144,219563
24,64,5500,108,165,124328
16,512,4000,108,165,132736
16,2048,6500,32,90,214726
24,64,4500,108,90,114996
4,1024,5500,50,60,135758
4,128,6000,48,90,82859
4,1024,5000,32,60,116722
4,1024,5000,50,165,152704
6,512,6500,32,90,119932
8,64,6000,50,165,107338
12,128,6000,64,120,103306
16,256,6000,108,165,136684
6,2048,4000,200,60,225737
6,64,4500,48,120,82795
6,128,6000,108,90,97013
16,256,5000,48,165,109858
12,64,6000,50,120,101765
12,2048,4500,64,144,207180
4,256,6500,64,90,109882
16,128,4000,200,120,130527
24,2048,6500,48,120,230336
16,2048,6500,108,165,249764
6,512,4500,50,144,103131
12,64,6000,48,60,94923
8,64,6000,32,165,99141
12,64,5000,200,60,114430
8,256,5000,48,90,89795
8,64,4000,64,90,69895
12,64,4000,48,165,85550
24,256,6000,64,60,110567
16,256,6500,108,120,130339
16,256,6000,32,60,97933
6,256,5500,48,120,91144
24,2048,6000,108,165,252156
12,512,6000,48,120,120396
4,2048,6000,200,90,235260
24,128,4500,64,165,116891
24,256,4000,200,120,146542
24,128,6500,108,144,132450
24,512,4500,64,120,137117
12,1024,5000,50,144,147893
16,2048,4500,50,60,205703
8,512,5000,32,60,95462
4,2048,4500,32,90,192602
16,64,4000,200,120,129276
16,512,4000,64,165,118579
24,128,5500,64,165,122239
24,2048,6000,200,60,259364
12,64,6000,48,60,84695
24,512,6500,108,120,162211
6,2048,6500,108,165,233253
4,1024,5500,48,165,144886
6,128,4000,50,90,80831
16,256,4000,64,144,106205
12,128,5000,32,120,82206
24,128,6000,32,120,107304
8,512,5000,50,90,114089
4,2048,6500,108,144,233045
6,256,6500,108,60,117150
12,1024,5500,32,120,150976
4,1024,5500,50,120,146497
8,64,4000,50,90,77687
12,256,4000,32,144,87555
12,128,4000,108,165,102543
6,512,4000,64,60,95432
6,2048,5000,48,144,203797
12,256,5000,50,144,107388
6,1024,5000,32,144,139659
24,512,4500,48,120,134181
24,512,4000,50,90,115329
4,128,5000,32,90,73324
12,512,6500,50,60,110536
6,2048,4500,64,120,196113
4,512,5500,108,144,127903
24,2048,4500,50,144,216683
16,2048,6500,64,90,224866
4,64,4000,48,90,72215
8,1024,4000,200,90,163028
4,2048,5000,64,165,214340
24,64,5500,64,120,108407
8,512,4000,64,90,106572
16,128,6500,108,90,120545
6,256,4000,50,90,83465
24,512,4500,64,60,125951
24,2048,6000,108,90,245505
6,1024,6500,200,90,178229
6,64,4500,64,60,75598
8,128,4500,64,60,82974
16,128,4000,32,144,91157
12,1024,5000,200,90,181799
6,256,5500,64,60,89514
16,512,6500,32,120,126940
4,256,5000,50,120,93180
24,512,4500,50,60,123956
6,64,4000,32,120,64683
6,256,5500,50,165,102957
4,512,4500,50,144,103436
8,256,5000,32,60,87463
24,64,6500,108,90,118618
8,256,6500,50,165,109373
16,1024,5000,48,120,148002
6,1024,5500,32,60,134839
6,2048,6500,108,60,219648
4,1024,6500,48,90,147080
24,512,4000,32,165,125951
16,256,5000,200,144,151608
6,1024,6500,48,60,136557
6,128,5500,108,120,103271
16,256,5000,64,60,107182
12,64,5500,64,165,106723
16,64,4500,108,120,111261
24,128,5000,32,165,117577
4,2048,4500,200,144,244027
12,2048,6000,108,60,215800
6,512,6000,64,165,130525
12,512,6000,50,90,120947
6,64,4500,108,90,86287
16,2048,4000,108,144,229529
16,2048,6500,108,120,247011
8,128,5000,200,120,126912
16,64,4500,48,60,71841
16,128,5000,32,90,87448
8,128,5000,32,90,82520
6,1024,4000,32,120,134296
24,1024,5000,50,60,155776
24,1024,5000,200,90,188389
12,1024,5000,50,60,135872
24,64,5000,48,120,110691
6,256,4000,108,165,109093
4,2048,6500,200,144,246517
24,256,6500,200,165,169034
16,128,5500,48,120,104913
8,128,6000,200,144,146725
6,512,4500,200,144,146854
8,128,5500,32,144,85289
6,512,4500,48,90,93829
16,512,6500,48,120,135881
4,256,4500,48,144,96510
24,1024,4500,32,90,143481
4,512,4500,64,144,103545
4,2048,6000,48,60,197558
16,64,5500,64,60,92459
4,64,6500,32,90,88456
6,64,5000,48,165,84635
4,64,4000,108,120,85330
24,64,4500,48,144,105068
16,512,4500,50,120,116102
12,128,4500,32,165,86414
24,256,6500,108,60,125885
4,64,4000,108,120,81296
4,1024,5500,48,60,129957
6,64,4500,64,144,82104
6,256,6500,50,90,108978
24,512,6500,200,60,172782
12,128,4000,48,60,76511
8,256,4000,108,120,96112
4,256,4000,32,165,95589
6,128,5500,108,120,106387
16,128,6500,64,90,106463
24,2048,5000,108,120,234191
8,64,5000,64,120,90945
8,2048,4000,32,90,192851
24,128,5000,48,144,107789
12,2048,5500,32,60,199379
16,512,6500,50,90,134249
4,256,4500,48,144,96478
8,256,5500,64,144,109322
24,512,6000,200,120,171550
6,2048,4500,64,144,208246
16,512,6000,108,144,141298
16,1024,4500,64,60,146835
16,2048,5500,108,165,232987
24,2048,4500,200,60,239379
6,256,4000,48,60,79013
8,1024,5500,48,60,139417
4,256,5000,48,120,83781
12,128,6000,64,90,100881
6,128,4000,200,90,103974
4,2048,6500,48,144,208114
24,64,6500,64,120,119534
4,2048,4000,200,165,234284
4,512,6000,48,60,104187
6,256,4500,32,90,85921
4,64,6000,64,90,82949
6,512,6500,48,165,134878
24,256,5500,64,120,131073
12,2048,6500,32,120,224229
4,128,4000,200,60,102459
16,128,6000,48,60,98006
12,512,6500,64,165,144607
24,256,6000,108,120,141908
24,128,5500,48,120,105640
4,1024,5500,48,90,142052
12,1024,4000,48,144,137026
6,2048,6000,108,60,216241
24,512,5500,50,144,147446
12,128,4000,50,144,86138
6,256,4000,32,60,72301
8,1024,5000,32,90,128667
8,128,6000,32,60,78860
6,1024,4000,50,90,121267
16,128,6500,32,90,105076
8,64,6000,108,60,101134
16,512,4000,32,120,103876
4,256,4000,50,120,81050
12,1024,4500,50,144,150787
24,256,4500,200,60,131266
8,512,6500,108,60,128099
16,128,4000,108,144,105465
12,1024,4000,50,90,136721
6,2048,5500,32,60,189937
24,128,4500,200,90,129341
24,128,6000,108,165,135824
24,1024,5000,64,90,168151
8,256,5000,108,144,116383
4,2048,6500,64,90,204800
6,1024,6000,32,90,140114
16,2048,5500,32,60,206043
6,256,6000,32,144,108505
4,512,5000,48,120,108066
6,64,5000,108,120,101962
8,64,4000,48,144,86092
8,512,5000,64,90,108756
4,1024,5500,32,120,135918
8,512,5500,108,90,131038
12,256,6000,108,120,116712
8,64,6500,64,165,110234
12,256,6500,32,165,123103
24,64,6500,48,165,128420
4,128,4000,50,144,79905
6,1024,5500,32,90,140876
12,512,6500,32,120,116878
12,512,6500,108,144,150209
4,64,4500,200,60,96396
12,512,4500,64,120,110791
4,256,5000,108,144,111675
6,2048,6500,64,60,214020
8,512,4000,108,90,118323
12,128,6500,48,120,108651
16,64,6000,64,60,97419
8,512,5500,48,60,100573
6,64,6500,64,120,97315
8,2048,4500,32,90,183635
4,256,5500,32,120,90055
24,512,5500,108,90,152641
24,256,4500,32,60,90672
12,256,5000,48,90,103242
8,512,5500,64,165,124723
24,128,6500,64,120,132056
24,1024,5500,32,165,168503
16,128,4000,200,165,138045
16,128,5000,200,120,143956
4,128,5500,48,144,99601
8,64,6500,64,120,98671
16,2048,4000,64,90,208283
24,512,6500,108,60,150137
4,128,6500,48,144,102974
24,1024,4500,108,144,178793
6,256,4500,48,165,101431
4,256,5000,32,120,89749
8,1024,4000,200,144,181542
24,512,5500,64,120,143321
8,1024,5500,108,120,166682
4,128,5500,64,120,85474
6,1024,6000,48,165,160813
12,512,5000,200,144,160501
24,256,6500,108,60,128692
4,64,4000,200,60,105019
16,512,4000,64,165,121334
16,64,6500,64,165,126336
16,64,6500,50,144,103989
6,128,5500,108,144,113615
4,128,5500,32,120,90436
12,512,6500,200,144,165998
4,256,4500,108,120,102664
8,2048,5000,50,144,212006
24,128,4000,64,60,98361
4,64,4500,50,165,80431
24,1024,5000,50,90,159279
16,512,4500,108,144,135735
6,1024,6500,64,60,150205
16,512,4500,200,144,165750
24,128,5500,50,165,124241
6,512,4500,32,90,97251
16,64,6500,108,144,118485
24,256,6000,48,120,122237
6,64,4000,32,144,66961
4,2048,6000,48,60,188854
16,2048,6000,32,165,228312
12,64,6500,200,90,141612
12,2048,6500,50,90,220177
6,2048,4500,50,90,196024
16,128,6500,64,120,111128
24,64,5000,32,90,89205
24,64,6500,108,60,113965
4,512,6000,32,60,106459
6,256,5000,48,60,88028
4,512,5000,48,144,105086
4,512,4000,64,60,84333
12,2048,4000,48,144,201799
12,256,6500,64,90,106238
6,256,4000,48,165,100556
24,1024,4000,32,120,144995
8,512,6000,108,165,143341
4,128,6000,200,120,125894
4,128,6000,32,165,101305
4,1024,6000,48,90,135656
8,64,4500,32,120,80170
6,128,4000,200,90,115200
8,256,5500,48,60,91992
8,2048,6000,200,120,250299
12,2048,5500,64,165,219093
12,128,5000,48,90,95802
24,2048,5000,64,60,217924
16,1024,5000,48,90,143196
24,512,5500,64,144,145678
16,2048,5000,50,165,228040
4,1024,5500,64,90,137983
16,256,5000,200,60,129915
12,128,4000,108,120,104895
16,512,5000,108,165,149208
8,512,4000,32,90,93582
8,512,4500,50,90,98394
4,128,6500,50,120,95010
6,256,4000,32,120,77626
24,64,6500,50,90,106421
12,1024,5000,48,165,159510
4,512,5000,108,90,109349
16,128,4000,108,120,97749
24,1024,6500,32,165,180771
24,512,6500,64,120,149305
8,128,4500,32,144,82924
12,64,5000,64,60,80937
4,512,4500,108,120,121203
16,512,4500,108,60,126869
8,64,6500,108,60,96672
12,256,4500,64,60,92032
16,1024,4000,50,60,132216
4,512,4000,64,120,110755
8,256,5000,64,60,87655
16,256,5500,108,60,120354
12,256,6500,64,144,120795
24,64,5000,108,60,107096
4,128,4000,32,90,69232
4,256,6500,200,144,138655
6,128,4000,48,120,77509
16,64,6500,32,120,100739
4,64,4000,50,60,63439
8,256,6500,108,144,123072
8,2048,4500,48,165,203358
12,64,4500,50,90,78992
16,512,6500,64,60,121454
16,1024,4500,108,144,165676
24,512,5000,50,144,143503
6,64,5000,50,60,74744
8,1024,4500,200,90,173784
24,64,4000,64,60,85008
6,64,6500,48,144,100807
12,128,5500,32,120,95451
6,1024,6000,108,120,169375
8,2048,5500,200,90,234883
16,64,4500,48,120,84030
12,512,6000,108,90,128062
12,128,4000,50,144,84425
6,2048,5000,108,60,198499
6,512,4000,200,60,121994
6,64,5500,48,120,79596
4,512,6500,108,144,132379
8,256,4000,108,60,88713
8,512,4500,48,144,114813
16,512,6000,50,60,112188
12,256,5000,32,60,93406
24,512,6500,64,90,143228
8,128,5500,48,165,102215
8,1024,6000,64,165,155021
12,64,6500,32,90,95476
4,128,4000,32,60,68640
16,256,4500,32,165,104522
4,256,4500,108,144,100138
12,512,4000,48,120,105013
12,128,4500,48,120,92404
24,256,6500,108,120,146780
24,64,4000,48,165,101518
24,1024,5500,200,120,202820
24,128,4500,50,60,99252
6,128,5000,64,90,86280
4,2048,5500,64,120,214306
4,128,5000,32,90,67909
24,64,6000,50,144,118287
16,64,5500,48,144,99545
4,64,4000,108,120,87707
6,1024,6000,48,90,137580
4,64,5000,200,120,112529
12,512,6500,50,165,130559
8,2048,5500,50,120,205950
12,64,5000,50,120,82465
16,2048,6000,64,60,219137
8,2048,6000,200,60,243784
6,512,4500,200,90,137593
8,512,4000,48,165,116080
24,2048,5500,50,90,223780
24,64,4500,64,60,100838
8,2048,6500,108,144,232742
16,128,5000,200,120,135831
8,512,6000,64,120,122558
8,128,4000,108,165,102550
24,256,6000,32,144,119329
12,1024,5000,50,60,138250
4,512,6500,48,144,123035
24,128,6000,50,165,130285
16,2048,4500,50,144,218615
8,64,5000,32,144,83654
4,128,5000,108,60,86807
4,512,5000,32,144,105197
8,2048,4000,32,120,196675
6,256,5000,108,165,122907
6,64,6500,50,90,83709
24,128,5500,108,60,119265
8,128,4000,64,120,77771
6,2048,6500,64,144,218470
12,64,5000,50,165,97615
8,128,6000,64,120,103105
16,128,6500,48,120,112036
6,512,6000,48,120,117840
8,64,5000,108,144,105566
16,128,5500,64,60,97671
6,1024,5500,200,120,181052
16,2048,6500,50,144,230019
8,512,5500,64,144,129909
12,64,6000,32,144,94772
4,128,6000,50,90,88890
16,1024,5000,48,165,164713
16,1024,5000,32,144,145758
6,512,6500,32,144,125905
16,512,4000,32,60,106272
8,2048,4000,50,165,211326
4,256,6000,64,120,100998
4,64,6500,108,165,122917
24,2048,4000,200,90,250546
16,128,6000,200,144,146889
6,128,6500,200,90,134757
8,2048,5000,200,60,229537
12,1024,6500,48,60,152881
4,64,4500,108,60,87944
16,64,4500,48,60,79545
12,64,6000,64,144,101879
4,64,5000,64,144,80862
6,128,6000,50,165,110159
24,512,6500,108,60,151464
12,128,6500,32,90,101155
6,2048,6500,48,90,201266
16,2048,6500,108,90,237335
12,512,5000,50,60,102860
16,512,5000,200,120,156429
12,512,6500,32,144,135315
12,512,4500,32,120,115856
12,64,6000,64,60,86112
16,256,4000,200,165,151766
12,64,5000,48,144,99758
24,512,5000,32,90,128007
8,1024,6000,48,120,156605
24,1024,5500,108,60,165164
6,2048,4500,50,165,207799
8,512,6500,48,120,129300
24,256,5500,32,144,122680
12,512,6000,200,90,161185
16,2048,6000,200,165,267905
8,128,6500,50,165,104771
16,256,6000,108,144,129513
4,64,4000,200,90,101945
6,64,6500,32,144,87663
24,512,5000,48,90,125853
4,128,6500,64,144,96974
4,64,6000,50,60,75644
4,2048,4000,64,120,198704
16,2048,4000,48,120,205528
4,2048,5500,64,90,199088
24,1024,6000,48,90,169415
8,512,5500,200,120,152844
6,128,6500,48,144,105624
16,128,4000,108,60,90508
24,2048,4000,48,60,211404
6,64,5000,64,165,89970
16,64,5000,48,165,95228
12,128,4500,108,144,108114
16,256,5000,108,165,130799
6,64,5500,64,144,98833
4,1024,4000,48,165,145680
8,64,4000,64,90,70813
4,1024,6000,50,60,140321
6,256,5000,64,120,91827
4,128,5000,32,165,90009
16,128,6000,108,165,125694
8,512,6000,32,165,131833
24,64,6000,64,120,111793
24,64,4000,50,144,100821
8,128,5000,32,90,86212
6,1024,6500,50,60,134940
6,512,4000,108,165,132258
24,64,5000,32,144,105602
16,2048,6000,32,165,219168
12,128,5000,200,60,118330
4,64,5500,108,90,89552
24,256,5500,64,120,117127
6,64,4000,32,90,65429
16,1024,5500,200,60,184453
16,512,4000,64,144,114294
24,128,5500,200,144,156216
16,128,4000,64,60,78452
16,256,5000,48,120,101886
12,64,4500,48,60,74272
16,64,4500,64,165,106079
16,64,4000,200,90,123521
4,64,4000,48,144,73366
6,256,4000,50,120,80850
16,2048,4500,50,90,205888
16,512,5500,200,60,156898
24,64,4000,50,165,99715
6,512,6500,200,120,166460
6,512,6500,50,120,119612
16,256,6500,48,165,119700
8,256,6500,108,165,136252
4,64,5000,64,165,93267
12,256,4000,48,90,91720
16,128,5000,200,165,151206
6,64,5000,200,90,113299
4,128,6500,64,144,110837
