RAM,Storage,GPU,Screen,Processor,Price
8,512,RTX 5060,13.3,Max,208987.0
128,4096,M5 Max,14.0,Pro,490066.0
16,256,RTX 5080,13.3,Ultra,291402.0
16,4096,M5 Max,16.0,Max,434490.0
16,2048,M5 Pro,16.0,Pro,268832.0
16,512,RTX 5060,13.3,Ultra,242532.0
8,1024,M5 Pro,14.0,Pro,211482.0
16,256,RTX 5060,16.0,Ultra,225521.0
32,2048,RTX 5060,16.0,Ultra,324056.0
8,4096,M5 Pro,18.0,Max,366393.0
64,4096,M5 Max,17.3,Base,417257.0
128,256,M5 Pro,16.0,Base,256164.0
16,4096,M5 Max,16.0,Base,370760.0
128,2048,M5 Max,18.0,Base,395368.0
16,1024,M5 Pro,16.0,Max,248103.0
32,2048,RTX 5060,16.0,Max,284656.0
128,256,M5 Max,14.0,Ultra,381880.0
64,256,M5 Max,13.3,Pro,268100.0
128,4096,RTX 5060,16.0,Ultra,477370.0
32,2048,Integrated,14.0,Ultra,273543.0
128,512,M5 Pro,13.3,Max,321792.0
32,512,Integrated,13.3,Base,126030.0
64,1024,Integrated,17.3,Ultra,259178.0
128,4096,RTX 5060,16.0,Ultra,469492.0
8,512,RTX 5080,17.3,Pro,249843.0
16,512,RTX 5060,18.0,Base,168930.0
64,1024,RTX 5080,18.0,Ultra,388093.0
32,512,Integrated,14.0,Pro,152786.0
8,4096,RTX 5080,13.3,Ultra,453154.0
64,2048,M5 Max,13.3,Ultra,403810.0
16,512,M5 Max,18.0,Ultra,316240.0
64,2048,M5 Pro,13.3,Base,272724.0
16,4096,RTX 5080,17.3,Pro,407953.0
8,512,RTX 5060,13.3,Max,197120.0
8,512,Integrated,18.0,Max,154221.0
32,256,Integrated,13.3,Ultra,194295.0
16,512,RTX 5080,17.3,Pro,248218.0
64,4096,RTX 5080,13.3,Base,407535.0
32,1024,RTX 5080,16.0,Base,270814.0
64,4096,Integrated,15.6,Ultra,385332.0
16,256,RTX 5080,15.6,Ultra,305584.0
128,512,RTX 5060,17.3,Base,249230.0
8,4096,M5 Max,13.3,Ultra,439261.0
128,1024,M5 Pro,17.3,Max,345079.0
32,4096,M5 Max,17.3,Max,439359.0
16,4096,M5 Max,16.0,Ultra,464536.0
64,512,M5 Max,14.0,Max,321598.0
16,256,Integrated,13.3,Ultra,183489.0
8,512,M5 Max,16.0,Ultra,303753.0
8,1024,RTX 5080,17.3,Pro,266766.0
8,512,RTX 5080,15.6,Base,226672.0
32,1024,M5 Max,17.3,Max,323342.0
8,256,RTX 5080,15.6,Ultra,307381.0
128,4096,Integrated,14.0,Pro,371014.0
32,1024,M5 Pro,16.0,Base,220605.0
16,2048,RTX 5060,18.0,Ultra,305150.0
128,1024,M5 Pro,16.0,Base,294180.0
128,1024,M5 Max,18.0,Max,393592.0
128,4096,Integrated,14.0,Max,395362.0
32,256,RTX 5060,15.6,Base,172063.0
32,2048,M5 Max,14.0,Ultra,383527.0
16,4096,Integrated,15.6,Max,315745.0
8,1024,M5 Pro,13.3,Ultra,272978.0
16,1024,M5 Pro,15.6,Pro,216460.0
128,1024,RTX 5060,13.3,Max,316697.0
8,512,Integrated,16.0,Base,102174.0
64,4096,RTX 5060,14.0,Max,401843.0
64,4096,RTX 5080,15.6,Pro,445666.0
8,4096,RTX 5060,14.0,Base,292737.0
64,2048,M5 Max,13.3,Base,337570.0
32,256,M5 Max,13.3,Max,292385.0
64,256,Integrated,17.3,Max,186654.0
8,4096,RTX 5080,18.0,Pro,395614.0
32,512,RTX 5060,15.6,Max,236887.0
128,1024,M5 Pro,18.0,Base,292027.0
32,512,RTX 5060,15.6,Base,180689.0
8,4096,M5 Max,17.3,Base,381354.0
16,4096,RTX 5080,17.3,Max,424223.0
32,512,RTX 5080,17.3,Pro,273331.0
16,256,RTX 5080,17.3,Max,275870.0
128,2048,Integrated,14.0,Base,258960.0
64,256,Integrated,16.0,Base,145219.0
8,2048,M5 Pro,14.0,Ultra,321637.0
128,1024,RTX 5080,15.6,Pro,371864.0
128,256,M5 Pro,17.3,Pro,284804.0
8,2048,Integrated,16.0,Max,225840.0
64,2048,RTX 5060,14.0,Pro,284857.0
128,1024,RTX 5080,16.0,Pro,364683.0
32,1024,M5 Pro,16.0,Base,223789.0
8,2048,Integrated,15.6,Ultra,251233.0
64,512,RTX 5080,15.6,Pro,291382.0
128,256,M5 Pro,18.0,Base,278265.0
32,4096,Integrated,15.6,Ultra,341185.0
64,4096,M5 Pro,14.0,Pro,377386.0
128,512,M5 Pro,16.0,Base,274876.0
32,512,M5 Max,16.0,Ultra,333855.0
128,1024,M5 Max,18.0,Pro,373279.0
16,256,M5 Max,16.0,Base,218850.0
128,4096,M5 Pro,15.6,Base,414646.0
64,512,RTX 5080,16.0,Base,272685.0
128,256,M5 Max,16.0,Max,371011.0
64,256,Integrated,14.0,Pro,161756.0
128,256,RTX 5060,18.0,Pro,277056.0
64,4096,RTX 5080,16.0,Ultra,495476.0
16,512,RTX 5080,15.6,Max,287464.0
64,1024,Integrated,17.3,Base,167031.0
128,4096,M5 Pro,14.0,Max,474135.0
8,1024,M5 Max,13.3,Base,252115.0
128,1024,Integrated,15.6,Base,225176.0
16,2048,M5 Max,16.0,Max,341081.0
64,2048,M5 Pro,16.0,Pro,302189.0
16,2048,RTX 5060,14.0,Ultra,310024.0
32,2048,RTX 5060,15.6,Pro,252150.0
16,256,Integrated,18.0,Base,111716.0
16,2048,M5 Pro,14.0,Base,243536.0
16,2048,M5 Pro,18.0,Ultra,322770.0
128,512,M5 Pro,17.3,Ultra,359172.0
128,2048,M5 Pro,15.6,Pro,346685.0
16,2048,M5 Max,13.3,Ultra,363353.0
16,4096,RTX 5080,16.0,Max,418785.0
8,256,M5 Max,16.0,Max,272909.0
8,4096,M5 Pro,18.0,Base,324072.0
16,4096,RTX 5080,16.0,Base,382926.0
128,4096,Integrated,14.0,Ultra,416872.0
8,4096,M5 Max,15.6,Base,365934.0
32,4096,Integrated,16.0,Ultra,356592.0
128,2048,M5 Max,18.0,Max,439475.0
64,1024,RTX 5080,15.6,Pro,313786.0
8,4096,RTX 5080,18.0,Max,426473.0
8,2048,M5 Max,14.0,Base,278148.0
32,4096,Integrated,15.6,Ultra,352900.0
8,512,M5 Max,13.3,Max,272610.0
32,512,M5 Max,15.6,Max,292085.0
32,256,Integrated,17.3,Pro,131246.0
128,512,M5 Pro,15.6,Pro,292282.0
32,512,M5 Pro,14.0,Base,185948.0
32,256,RTX 5060,17.3,Pro,195001.0
64,2048,M5 Pro,14.0,Ultra,366632.0
16,512,M5 Max,18.0,Max,294179.0
8,1024,Integrated,13.3,Pro,150180.0
64,2048,M5 Pro,15.6,Ultra,370254.0
128,512,M5 Pro,18.0,Ultra,354309.0
64,1024,RTX 5060,17.3,Ultra,305836.0
8,1024,M5 Pro,16.0,Max,242924.0
128,256,Integrated,17.3,Max,238629.0
64,4096,RTX 5080,15.6,Max,467833.0
32,256,RTX 5080,18.0,Ultra,319114.0
64,512,M5 Max,14.0,Max,326888.0
16,1024,M5 Max,13.3,Base,259009.0
8,256,M5 Pro,13.3,Base,170560.0
64,1024,RTX 5060,18.0,Max,278905.0
32,512,Integrated,13.3,Base,126879.0
8,4096,RTX 5060,17.3,Base,310716.0
8,256,M5 Max,14.0,Ultra,302820.0
128,512,Integrated,18.0,Pro,227125.0
32,1024,M5 Pro,18.0,Base,219774.0
64,1024,M5 Pro,18.0,Max,288886.0
32,512,Integrated,15.6,Base,136400.0
64,2048,RTX 5080,13.3,Max,383552.0
32,512,M5 Pro,13.3,Ultra,274042.0
16,4096,M5 Pro,14.0,Ultra,412937.0
8,512,M5 Max,16.0,Pro,248986.0
128,256,M5 Pro,18.0,Max,316297.0
8,256,Integrated,13.3,Max,152090.0
64,256,M5 Pro,14.0,Base,213991.0
8,2048,RTX 5080,14.0,Max,334226.0
64,4096,Integrated,17.3,Ultra,376927.0
64,2048,M5 Pro,18.0,Base,280012.0
128,512,Integrated,16.0,Ultra,285102.0
8,4096,M5 Max,15.6,Max,416115.0
32,2048,Integrated,18.0,Base,185453.0
32,4096,RTX 5080,13.3,Ultra,473804.0
32,512,RTX 5060,17.3,Base,182553.0
64,512,RTX 5080,18.0,Ultra,365354.0
8,1024,M5 Pro,13.3,Ultra,281984.0
16,512,Integrated,14.0,Base,114519.0
128,512,M5 Pro,16.0,Base,275754.0
128,1024,M5 Pro,17.3,Ultra,385562.0
8,256,RTX 5080,13.3,Max,258256.0
8,2048,Integrated,14.0,Ultra,250094.0
128,512,M5 Max,14.0,Base,320632.0
8,512,M5 Pro,18.0,Base,190218.0
64,4096,Integrated,14.0,Pro,318625.0
8,512,Integrated,15.6,Base,105371.0
64,4096,RTX 5060,17.3,Base,340614.0
8,256,M5 Pro,17.3,Pro,185373.0
8,512,M5 Pro,15.6,Ultra,262743.0
32,256,M5 Max,17.3,Pro,254412.0
32,512,Integrated,17.3,Pro,145975.0
32,256,Integrated,15.6,Pro,140953.0
64,512,RTX 5080,17.3,Pro,295385.0
64,512,M5 Max,13.3,Pro,286508.0
8,4096,M5 Pro,14.0,Base,318143.0
64,256,Integrated,13.3,Pro,151060.0
8,4096,RTX 5080,16.0,Ultra,451227.0
16,512,RTX 5060,18.0,Max,222160.0
128,2048,M5 Pro,14.0,Pro,347553.0
128,256,M5 Max,14.0,Ultra,390156.0
128,256,RTX 5080,15.6,Ultra,398399.0
8,4096,RTX 5060,14.0,Base,304941.0
128,256,M5 Max,15.6,Pro,326236.0
64,512,RTX 5080,13.3,Pro,296826.0
8,512,M5 Pro,16.0,Pro,208009.0
16,256,Integrated,18.0,Max,150631.0
32,512,M5 Pro,15.6,Max,248583.0
128,2048,Integrated,13.3,Base,257103.0
128,512,RTX 5060,13.3,Ultra,320792.0
128,256,Integrated,14.0,Ultra,267954.0
128,4096,RTX 5080,16.0,Pro,497007.0
32,512,Integrated,15.6,Pro,156903.0
8,512,M5 Pro,14.0,Ultra,247019.0
16,256,M5 Pro,17.3,Ultra,262328.0
8,2048,RTX 5060,14.0,Ultra,304408.0
16,2048,RTX 5080,14.0,Ultra,369644.0
16,1024,RTX 5080,14.0,Max,292122.0
16,256,M5 Max,13.3,Max,278628.0
16,256,M5 Pro,16.0,Ultra,258521.0
16,1024,RTX 5060,15.6,Pro,198698.0
128,512,M5 Max,17.3,Pro,339949.0
8,2048,M5 Max,16.0,Pro,316426.0
128,2048,M5 Pro,15.6,Base,342460.0
64,512,RTX 5060,15.6,Ultra,281897.0
128,512,M5 Max,14.0,Base,313688.0
64,256,Integrated,16.0,Base,149810.0
64,4096,M5 Pro,16.0,Base,371910.0
64,2048,RTX 5060,13.3,Base,262433.0
64,512,RTX 5060,15.6,Max,250441.0
16,256,Integrated,16.0,Max,147759.0
16,2048,M5 Max,18.0,Base,302420.0
64,2048,RTX 5060,18.0,Ultra,342861.0
16,1024,M5 Pro,18.0,Base,209526.0
8,2048,RTX 5080,17.3,Base,286918.0
32,2048,RTX 5080,18.0,Pro,342307.0
8,4096,RTX 5080,18.0,Base,382317.0
128,1024,Integrated,13.3,Ultra,290254.0
32,2048,M5 Max,13.3,Max,354297.0
32,512,M5 Max,18.0,Base,251962.0
128,512,RTX 5060,15.6,Pro,265216.0
128,256,M5 Pro,18.0,Pro,280704.0
16,1024,RTX 5080,15.6,Ultra,331969.0
32,256,Integrated,15.6,Max,170027.0
64,2048,M5 Max,17.3,Base,332263.0
64,4096,M5 Max,15.6,Ultra,487247.0
128,1024,Integrated,14.0,Ultra,296805.0
8,256,M5 Pro,14.0,Max,215346.0
8,256,RTX 5060,15.6,Base,152589.0
16,2048,RTX 5060,14.0,Base,224438.0
32,2048,M5 Max,14.0,Ultra,384959.0
32,2048,M5 Pro,18.0,Base,266801.0
32,512,Integrated,13.3,Pro,134115.0
128,1024,M5 Pro,17.3,Max,338531.0
32,2048,M5 Max,18.0,Ultra,385902.0
64,1024,M5 Max,14.0,Max,335244.0
16,1024,RTX 5060,16.0,Max,242421.0
32,256,RTX 5060,15.6,Max,220547.0
64,512,M5 Max,14.0,Max,316739.0
16,512,RTX 5060,14.0,Pro,189551.0
8,256,RTX 5080,17.3,Pro,244011.0
64,1024,RTX 5080,14.0,Pro,317809.0
128,256,RTX 5080,15.6,Pro,331331.0
32,2048,M5 Max,14.0,Max,360047.0
8,256,M5 Pro,16.0,Pro,196064.0
64,1024,RTX 5060,13.3,Max,273619.0
32,2048,RTX 5080,17.3,Pro,330193.0
128,2048,RTX 5080,18.0,Base,389397.0
64,256,RTX 5060,18.0,Base,206576.0
32,256,M5 Pro,17.3,Pro,211823.0
64,1024,Integrated,15.6,Base,179738.0
128,512,M5 Max,17.3,Pro,339833.0
32,512,Integrated,13.3,Ultra,197479.0
8,4096,M5 Pro,14.0,Ultra,405310.0
32,4096,M5 Max,17.3,Base,395979.0
32,2048,RTX 5060,18.0,Ultra,315948.0
32,2048,RTX 5080,13.3,Max,355416.0
32,1024,RTX 5080,16.0,Base,266373.0
16,2048,M5 Pro,16.0,Max,301134.0
16,2048,M5 Pro,14.0,Base,244521.0
16,512,RTX 5080,16.0,Max,287025.0
8,4096,M5 Pro,13.3,Base,319865.0
64,1024,M5 Pro,14.0,Ultra,313516.0
128,512,RTX 5060,14.0,Ultra,335168.0
32,4096,M5 Pro,13.3,Max,382580.0
128,1024,M5 Pro,17.3,Ultra,384382.0
16,256,Integrated,14.0,Max,144382.0
32,2048,Integrated,18.0,Max,242598.0
64,512,M5 Pro,18.0,Pro,240524.0
8,256,RTX 5080,16.0,Base,219036.0
128,1024,M5 Max,16.0,Ultra,432842.0
32,2048,Integrated,15.6,Base,196927.0
32,512,M5 Max,13.3,Pro,266678.0
32,2048,RTX 5060,15.6,Pro,261981.0
8,1024,RTX 5080,16.0,Max,308899.0
8,1024,RTX 5080,17.3,Base,245053.0
128,512,RTX 5060,13.3,Pro,271202.0
128,1024,RTX 5080,18.0,Max,408640.0
32,1024,Integrated,17.3,Max,202805.0
16,256,RTX 5060,17.3,Max,212723.0
32,2048,M5 Pro,15.6,Pro,269708.0
8,512,RTX 5060,17.3,Pro,177926.0
16,4096,M5 Max,18.0,Base,388975.0
64,2048,Integrated,13.3,Pro,235853.0
8,2048,RTX 5080,15.6,Max,331202.0
16,2048,M5 Max,17.3,Max,344946.0
16,1024,Integrated,18.0,Base,137184.0
16,512,RTX 5060,18.0,Pro,192137.0
32,512,RTX 5060,14.0,Base,176235.0
64,256,Integrated,13.3,Ultra,225357.0
64,256,RTX 5060,13.3,Base,198022.0
128,4096,Integrated,16.0,Base,349665.0
32,256,Integrated,15.6,Base,109020.0
8,256,M5 Max,14.0,Pro,240162.0
16,1024,Integrated,13.3,Pro,159800.0
32,4096,RTX 5080,15.6,Pro,409624.0
128,4096,RTX 5060,17.3,Base,408015.0
8,4096,Integrated,17.3,Pro,280723.0
16,1024,RTX 5060,17.3,Base,183750.0
8,512,M5 Max,18.0,Ultra,321519.0
32,4096,RTX 5060,16.0,Base,331434.0
16,1024,M5 Pro,16.0,Pro,217367.0
128,512,M5 Pro,13.3,Max,316053.0
8,2048,Integrated,17.3,Pro,200288.0
64,1024,RTX 5080,17.3,Base,292536.0
8,1024,M5 Pro,13.3,Ultra,267636.0
32,2048,M5 Max,18.0,Max,356900.0
64,512,M5 Max,16.0,Max,322391.0
64,512,Integrated,16.0,Max,202462.0
16,256,M5 Pro,18.0,Base,186474.0
64,2048,M5 Max,18.0,Base,343117.0
8,512,M5 Pro,16.0,Base,175222.0
16,256,RTX 5080,14.0,Max,278383.0
16,4096,M5 Pro,13.3,Pro,339299.0
64,2048,RTX 5080,18.0,Max,388004.0
64,1024,M5 Pro,18.0,Ultra,323815.0
64,4096,RTX 5080,14.0,Ultra,495131.0
8,256,RTX 5080,16.0,Ultra,307970.0
16,512,Integrated,13.3,Base,115131.0
8,2048,Integrated,14.0,Ultra,236846.0
128,1024,RTX 5060,15.6,Base,267784.0
8,4096,M5 Pro,16.0,Pro,347309.0
32,2048,M5 Pro,17.3,Max,313656.0
128,1024,M5 Max,17.3,Base,351507.0
8,2048,Integrated,16.0,Ultra,258579.0
32,2048,M5 Pro,16.0,Base,251283.0
8,512,M5 Max,18.0,Max,281592.0
16,2048,M5 Pro,14.0,Max,288517.0
64,2048,Integrated,17.3,Ultra,296928.0
128,4096,M5 Max,16.0,Ultra,543349.0
128,512,M5 Max,13.3,Ultra,405980.0
32,2048,M5 Max,16.0,Max,351953.0
32,1024,Integrated,13.3,Base,150127.0
16,1024,RTX 5080,18.0,Base,253927.0
32,2048,Integrated,16.0,Max,247293.0
32,2048,RTX 5080,13.3,Pro,322477.0
16,512,RTX 5080,17.3,Base,234034.0
8,1024,Integrated,15.6,Pro,147480.0
8,4096,RTX 5080,13.3,Ultra,455267.0
64,4096,M5 Max,16.0,Max,476920.0
8,2048,M5 Max,13.3,Max,342082.0
64,4096,M5 Pro,15.6,Base,356453.0
64,256,RTX 5060,15.6,Ultra,266402.0
128,1024,RTX 5060,17.3,Max,331359.0
32,2048,RTX 5060,16.0,Base,239288.0
128,512,RTX 5080,15.6,Base,324720.0
32,4096,M5 Pro,14.0,Base,334171.0
128,256,M5 Max,15.6,Max,373341.0
8,4096,M5 Max,16.0,Ultra,448031.0
16,1024,Integrated,18.0,Max,195582.0
128,1024,M5 Pro,18.0,Max,348143.0
16,2048,M5 Pro,15.6,Ultra,329541.0
128,512,Integrated,18.0,Pro,234899.0
128,2048,RTX 5060,18.0,Ultra,393040.0
32,4096,M5 Max,16.0,Base,390345.0
128,512,RTX 5080,16.0,Pro,344007.0
16,512,RTX 5080,16.0,Ultra,321665.0
32,256,RTX 5060,16.0,Max,214208.0
32,512,RTX 5080,18.0,Pro,276136.0
64,512,Integrated,14.0,Pro,171916.0
8,512,RTX 5080,16.0,Ultra,317213.0
128,2048,M5 Pro,18.0,Base,344771.0
16,512,RTX 5080,14.0,Base,238581.0
32,1024,M5 Max,14.0,Base,274118.0
64,256,Integrated,13.3,Max,188473.0
128,1024,Integrated,16.0,Max,280885.0
8,2048,RTX 5060,14.0,Base,206409.0
128,4096,Integrated,17.3,Max,408933.0
64,256,RTX 5060,17.3,Base,196401.0
32,1024,M5 Max,18.0,Ultra,358929.0
16,2048,RTX 5060,14.0,Base,215761.0
16,512,RTX 5080,16.0,Ultra,305385.0
32,4096,Integrated,16.0,Max,320518.0
8,1024,M5 Max,16.0,Ultra,337639.0
16,1024,RTX 5060,15.6,Ultra,261050.0
32,1024,Integrated,18.0,Base,148642.0
8,512,RTX 5080,17.3,Ultra,318498.0
32,1024,Integrated,17.3,Pro,163085.0
64,2048,Integrated,16.0,Max,273560.0
32,256,RTX 5060,15.6,Pro,183957.0
16,2048,RTX 5080,18.0,Ultra,390248.0
8,1024,Integrated,16.0,Ultra,199912.0
64,1024,M5 Pro,13.3,Pro,252671.0
32,4096,Integrated,15.6,Ultra,344029.0
128,4096,RTX 5080,16.0,Base,471869.0
8,512,M5 Pro,18.0,Pro,195310.0
8,2048,RTX 5060,18.0,Max,264778.0
32,4096,Integrated,13.3,Pro,289435.0
16,4096,RTX 5060,17.3,Ultra,381447.0
32,2048,M5 Pro,18.0,Pro,274419.0
32,512,M5 Max,15.6,Max,298933.0
16,256,M5 Pro,15.6,Pro,200645.0
64,2048,M5 Max,14.0,Base,329721.0
8,4096,M5 Max,18.0,Pro,387134.0
8,2048,RTX 5060,15.6,Pro,230034.0
8,2048,M5 Max,16.0,Max,334429.0
16,256,RTX 5080,14.0,Base,224298.0
8,4096,M5 Pro,16.0,Ultra,407553.0
8,512,RTX 5060,14.0,Max,210229.0
32,2048,M5 Pro,14.0,Ultra,332699.0
16,4096,RTX 5060,15.6,Pro,328166.0
64,512,M5 Pro,14.0,Base,221467.0
32,1024,RTX 5060,17.3,Ultra,272720.0
16,1024,M5 Max,18.0,Ultra,343372.0
8,256,M5 Pro,14.0,Max,222290.0
64,512,M5 Pro,18.0,Ultra,317491.0
128,1024,Integrated,13.3,Base,214740.0
8,1024,RTX 5060,16.0,Max,237671.0
128,4096,Integrated,13.3,Max,394734.0
128,4096,M5 Pro,15.6,Ultra,489796.0
32,512,M5 Max,13.3,Pro,257470.0
32,512,M5 Max,16.0,Max,304770.0
64,512,Integrated,15.6,Ultra,233061.0
16,1024,Integrated,15.6,Base,132017.0
16,2048,RTX 5080,18.0,Max,356802.0
64,1024,RTX 5080,17.3,Max,337421.0
128,1024,M5 Pro,14.0,Max,336004.0
64,512,M5 Max,18.0,Ultra,363391.0
8,512,RTX 5060,13.3,Pro,166400.0
16,256,M5 Pro,15.6,Pro,200242.0
64,2048,Integrated,16.0,Base,219145.0
64,1024,M5 Max,16.0,Ultra,373106.0
64,256,RTX 5060,13.3,Max,240772.0
8,512,RTX 5080,14.0,Pro,241116.0
128,1024,M5 Max,18.0,Pro,375669.0
128,256,M5 Max,17.3,Pro,340758.0
64,256,RTX 5060,16.0,Base,183792.0
32,256,RTX 5080,18.0,Base,238845.0
64,1024,M5 Max,13.3,Max,342796.0
16,256,Integrated,16.0,Ultra,191582.0
64,1024,M5 Max,18.0,Base,289116.0
32,256,M5 Max,16.0,Max,279911.0
128,512,RTX 5060,13.3,Max,298075.0
32,256,Integrated,17.3,Ultra,205580.0
8,2048,RTX 5080,14.0,Pro,309123.0
64,256,Integrated,14.0,Pro,152893.0
64,2048,RTX 5080,18.0,Pro,355795.0
8,1024,M5 Pro,16.0,Max,240315.0
128,512,RTX 5080,18.0,Base,325175.0
32,4096,RTX 5060,16.0,Ultra,407361.0
64,2048,RTX 5080,17.3,Ultra,425816.0
8,2048,RTX 5080,17.3,Pro,318202.0
64,2048,Integrated,13.3,Max,254423.0
64,512,RTX 5060,16.0,Base,200243.0
32,2048,M5 Pro,13.3,Ultra,336123.0
32,512,RTX 5060,18.0,Max,232897.0
16,4096,M5 Pro,15.6,Base,329011.0
128,256,Integrated,17.3,Base,199822.0
128,2048,M5 Pro,13.3,Ultra,413121.0
128,1024,RTX 5080,15.6,Base,352338.0
128,256,Integrated,18.0,Ultra,281113.0
16,512,M5 Pro,13.3,Base,179341.0
64,1024,RTX 5080,17.3,Ultra,382356.0
64,4096,RTX 5080,15.6,Pro,426769.0
16,512,Integrated,18.0,Max,178622.0
8,2048,M5 Max,13.3,Base,294895.0
64,256,Integrated,14.0,Ultra,222205.0
64,2048,M5 Max,18.0,Ultra,423030.0
32,4096,M5 Max,15.6,Ultra,472201.0
32,256,RTX 5060,14.0,Base,162971.0
16,256,Integrated,18.0,Pro,119565.0
8,512,M5 Pro,18.0,Pro,209265.0
16,2048,M5 Max,14.0,Base,283094.0
32,2048,RTX 5060,16.0,Ultra,321717.0
8,256,RTX 5060,14.0,Ultra,219288.0
64,2048,Integrated,16.0,Pro,227485.0
16,1024,M5 Max,16.0,Base,263669.0
32,256,Integrated,18.0,Ultra,193486.0
64,2048,M5 Max,17.3,Max,377733.0
8,2048,M5 Pro,16.0,Ultra,314919.0
16,256,M5 Max,13.3,Ultra,291918.0
128,1024,M5 Max,13.3,Max,394256.0
64,2048,Integrated,16.0,Max,258275.0
64,2048,Integrated,14.0,Max,259441.0
16,2048,RTX 5080,16.0,Pro,310534.0
128,512,M5 Max,18.0,Max,382005.0
128,2048,RTX 5060,15.6,Ultra,388736.0
64,1024,M5 Pro,14.0,Pro,252273.0
32,256,M5 Pro,14.0,Pro,204078.0
16,512,M5 Max,16.0,Base,239040.0
64,2048,RTX 5080,14.0,Pro,353708.0
128,256,Integrated,15.6,Max,237214.0
32,512,RTX 5060,17.3,Base,177110.0
8,1024,M5 Pro,13.3,Pro,223810.0
8,4096,RTX 5060,16.0,Max,361705.0
32,1024,Integrated,17.3,Max,203130.0
16,4096,M5 Max,18.0,Base,373269.0
8,2048,M5 Pro,13.3,Base,241573.0
128,4096,Integrated,17.3,Base,351671.0
128,256,RTX 5060,18.0,Base,244364.0
16,1024,RTX 5060,18.0,Max,240843.0
64,4096,M5 Pro,18.0,Base,374189.0
16,1024,RTX 5080,14.0,Base,261576.0
16,2048,M5 Pro,13.3,Pro,260792.0
64,1024,RTX 5080,17.3,Pro,313036.0
8,1024,RTX 5080,18.0,Ultra,338995.0
32,512,RTX 5060,17.3,Ultra,256575.0
16,512,M5 Pro,16.0,Ultra,269274.0
64,4096,RTX 5080,13.3,Ultra,492192.0
16,256,M5 Max,13.3,Base,226599.0
32,1024,M5 Pro,14.0,Ultra,290659.0
8,2048,Integrated,18.0,Pro,193819.0
128,256,M5 Max,15.6,Ultra,403416.0
64,4096,RTX 5080,18.0,Max,464218.0
32,256,RTX 5080,17.3,Pro,269558.0
64,2048,RTX 5060,17.3,Ultra,343836.0
32,2048,RTX 5060,15.6,Base,244283.0
8,4096,RTX 5080,16.0,Pro,385808.0
128,4096,RTX 5080,14.0,Base,464087.0
128,4096,RTX 5080,17.3,Max,524975.0
16,256,Integrated,17.3,Max,166227.0
16,1024,M5 Pro,17.3,Base,216134.0
8,1024,RTX 5080,18.0,Max,295102.0
8,256,Integrated,16.0,Max,156949.0
128,256,M5 Pro,15.6,Pro,274459.0
128,4096,M5 Max,17.3,Pro,498498.0
32,1024,RTX 5080,18.0,Pro,299900.0
64,4096,RTX 5060,13.3,Max,383579.0
128,4096,RTX 5060,15.6,Ultra,483441.0
8,512,M5 Pro,16.0,Base,169848.0
8,256,M5 Pro,14.0,Ultra,249486.0
16,2048,Integrated,15.6,Ultra,246201.0
128,4096,M5 Max,16.0,Max,523600.0
128,2048,M5 Pro,16.0,Ultra,412582.0
64,512,RTX 5060,17.3,Pro,217338.0
64,2048,RTX 5060,18.0,Base,269844.0
16,2048,M5 Pro,13.3,Pro,256498.0
128,1024,Integrated,17.3,Ultra,304940.0
8,256,RTX 5080,17.3,Max,270440.0
8,4096,RTX 5060,13.3,Max,338069.0
32,1024,RTX 5080,15.6,Ultra,346227.0
8,512,RTX 5060,17.3,Ultra,250604.0
8,1024,RTX 5080,14.0,Pro,257649.0
64,256,Integrated,17.3,Max,187279.0
8,256,M5 Pro,16.0,Max,214010.0
128,2048,RTX 5080,16.0,Ultra,472490.0
128,512,RTX 5060,17.3,Ultra,327605.0
64,2048,RTX 5060,18.0,Max,321624.0
8,4096,M5 Max,16.0,Ultra,457638.0
16,2048,RTX 5080,17.3,Base,295958.0
64,1024,Integrated,14.0,Base,166730.0
128,1024,M5 Max,18.0,Base,342609.0
128,256,RTX 5060,17.3,Base,246350.0
128,4096,RTX 5060,16.0,Base,395835.0
8,4096,RTX 5060,13.3,Max,350445.0
16,512,M5 Max,16.0,Base,237395.0
128,4096,RTX 5080,16.0,Base,464534.0
64,256,RTX 5080,16.0,Pro,279197.0
64,256,M5 Max,15.6,Ultra,345235.0
32,256,Integrated,13.3,Pro,124409.0
32,512,RTX 5060,15.6,Base,178265.0
16,1024,M5 Pro,18.0,Pro,237035.0
8,4096,RTX 5080,14.0,Base,362710.0
8,1024,M5 Pro,13.3,Max,244185.0
16,2048,RTX 5080,15.6,Ultra,375476.0
8,256,RTX 5060,14.0,Pro,163846.0
64,4096,M5 Max,16.0,Base,417031.0
32,256,RTX 5080,16.0,Ultra,315359.0
8,2048,Integrated,16.0,Pro,193989.0
8,1024,M5 Max,17.3,Base,246572.0
16,4096,RTX 5060,15.6,Ultra,390213.0
64,256,M5 Max,14.0,Pro,287022.0
32,4096,RTX 5060,14.0,Ultra,402992.0
128,2048,Integrated,13.3,Ultra,345566.0
128,1024,RTX 5060,13.3,Base,265198.0
64,1024,M5 Max,15.6,Ultra,378937.0
32,512,M5 Max,17.3,Max,306184.0
8,512,M5 Max,17.3,Base,225199.0
32,256,M5 Pro,18.0,Base,182142.0
16,4096,RTX 5080,16.0,Pro,400784.0
128,4096,RTX 5080,18.0,Max,529610.0
